(129032, 28, -56)
(128804, -672, -708)
(125772, -140, -140)
(129152, 300, 300)
(91308, -16, 64)
(127936, 0, 0)
(127404, 0, -8)
(88084, 0, 132)
(124484, 28, 28)
(128900, 0, 0)
(129220, 0, -224)
(128888, -292, -400)
(128952, 0, 56)
(120636, 0, -12)
(129104, -108, -528)
(128304, -448, -448)
(110936, -40, -40)
(128800, -172, 136)
(121164, 0, 16)
(128744, 0, 364)
(129128, -56, -152)
(129580, 784, 784)
(129328, 136, 52)
(92604, 0, 48)
(120644, 8, 8)
(128348, 104, 104)
(129168, 160, 304)
(128720, 84, 84)
(88160, 0, 28)
(88040, -52, -52)
(91220, 60, -92)
(118356, 0, 0)
(128956, 0, 0)
(128932, 308, 56)
(112432, 320, 276)
(128592, 0, 132)
(114528, 28, 0)
(129136, 12, -144)
(128752, 112, -224)
(129432, -12, 44)
(128720, 0, 84)
(120628, -428, -568)
(128536, 0, 0)
(128664, 0, 356)
(128008, 140, 140)
(128216, -140, -140)
(126184, 140, 8)
(128732, 0, -28)
(128428, -644, -548)
(128128, 196, -784)
(129252, 112, 84)
(117240, -220, 3180)
(88336, 0, 420)
(118356, -28, -208)
(120644, -204, -204)
(128980, 56, -56)
(128872, 0, 24)
(129500, 116, 148)
(128176, 84, 84)
(88188, -52, -52)
(128524, -16, 100)
(93044, -68, -68)
(126752, 0, 0)
(129116, -216, -224)
(128592, 0, 0)
(129156, 216, 132)
(92956, -56, 104)
(128984, 28, -84)
(127480, 112, 112)
(128812, 0, 0)
(129216, 28, -28)
(127044, 0, 0)
(88364, 148, 64)
(128872, -224, -56)
(120676, 0, 288)
(125912, -16, -172)
(88096, -24, -24)
(126884, 0, 0)
(88336, -12, -56)
(115644, 24, 24)
(128896, -36, 48)
(128856, 0, 256)
(92420, 184, 184)
(126472, 0, -28)
(128864, 0, 0)
(128832, 196, -120)
(127620, -104, -272)
(128208, 160, 160)
(120676, 0, 0)
(115244, 4, 12756)
(128732, -20, 160)
(128632, 0, -24)
(128528, 0, 372)
(112112, 44, 44)
(129028, 160, 168)
(125996, 0, -84)
(127840, 0, -56)
(92984, -212, -168)
(128792, -236, -12)
(128892, 68, -156)
(88276, -300, 40240)
(124140, 0, 1932)
(129384, 184, 104)
(128820, 0, 296)
(129136, 240, 212)
(121964, 28, 28)
(129160, 440, 440)
(121092, 8, -412)
(129032, 0, 0)
(128876, -184, -296)
(129080, 56, -184)
(127804, 0, -196)
(128004, 244, 28)
(129064, 532, 308)
(128924, 0, 336)
(88336, 60, 360)
(127516, 28, 28)
(122964, 0, 12)
(129136, 204, 148)
(127212, 180, 164)
(88084, -132, -148)
(129192, 84, -336)
(129260, 56, 0)
(112316, 40, 40)
(91308, 0, 16)
(128576, 216, 84)
(92648, 0, -72)
(125408, 0, 244)
