Index    MemFree      SwapFree      AnonPages     Cached        Active         Inactive
0	19432		10236		30748	54020		49612		35372
1	19432		10236		30748	54020		49628		35372
2	16604		10236		32108	55148		50988		36468
3	15240		10236		32612	55836		51552		37112
4	14580		10236		33324	55920		52584		36892
5	13936		10236		33656	56068		53260		36672
6	11744		10236		34016	57864		53748		38352
7	10284		10236		34700	58616		54500		39036
8	9572		10236		35312	58680		55144		39040
9	9256		10236		35416	58732		55292		39084
10	9420		10236		35296	58744		55156		39096
11	9168		10236		35640	58748		55492		39100
12	8356		10236		36256	58912		56148		39252
13	7508		10236		37028	58912		56920		39252
14	6976		10236		37536	58912		57400		39252
15	6464		10236		38008	58960		57904		39296
16	6008		10236		38312	59076		58280		39324
17	5772		10236		38536	59124		58468		39372
18	5576		10236		38616	59240		58568		39488
19	5184		10236		38924	59264		58908		39504
20	4988		10236		39076	59300		59052		39548
21	4484		10236		39428	59388		59408		39636
22	4316		10236		39408	59580		59388		39804
23	4112		10236		39692	59580		59652		39828
24	3832		10236		39968	59580		59912		39828
25	3604		10236		40196	59580		60156		39828
26	3408		10236		40396	59580		60364		39828
27	3268		10236		40536	59580		60492		39828
28	3184		10236		40624	59580		60576		39828
29	2648		10236		41036	59592		60992		39836
30	2640		10236		41052	59608		61044		39844
31	2504		10236		41104	59628		61124		39828
32	2308		10236		41244	59680		61276		39872
33	2352		10236		41340	59492		61308		39720
34	2916		10236		41668	58696		61584		38948
35	2692		10236		41588	58844		61488		39176
36	2692		10236		41588	58844		61488		39176
37	2692		10236		41588	58844		61488		39176
38	2692		10236		41588	58844		61488		39176
39	2692		10236		41588	58844		61488		39176
40	2692		10236		41588	58844		61488		39176
41	2692		10236		41588	58844		61488		39176
42	2220		10236		41996	58936		61972		39128
43	2688		10236		41592	58848		61544		39128
44	2688		10236		41592	58848		61544		39128
45	2688		10236		41592	58848		61544		39128
46	2688		10236		41592	58848		61544		39128
47	2688		10236		41592	58848		61544		39128
48	2688		10236		41592	58848		61544		39128
49	2688		10236		41592	58848		61544		39128
50	2740		10236		41592	58848		61544		39128
51	2740		10236		41592	58848		61544		39128
52	2740		10236		41592	58848		61544		39128
53	2740		10236		41592	58848		61544		39128
54	2740		10236		41592	58848		61544		39128
55	2740		10236		41592	58848		61544		39128
56	2740		10236		41596	58848		61540		39132
57	2672		10236		41600	58848		61548		39132
