Index    MemFree      SwapFree      AnonPages     Cached        Active         Inactive
0	21436		10236		29384	53888		47912		35576
1	21436		10236		29388	53888		47932		35572
2	21128		10236		29728	53900		48276		35584
3	21244		10236		29440	53916		47992		35596
4	20828		10236		29740	53952		48288		35624
5	19296		10236		30444	54784		49020		36436
6	18352		10236		30960	55080		49724		36532
7	17956		10236		31200	55196		50172		36448
8	17956		10236		31200	55196		50180		36448
9	17956		10236		31200	55196		50180		36448
10	17956		10236		31200	55196		50180		36448
11	17956		10236		31200	55200		50180		36448
12	17956		10236		31200	55200		50180		36452
13	17956		10236		31200	55200		50180		36452
14	17956		10236		31200	55200		50180		36452
15	17996		10236		31200	55200		50180		36452
16	17996		10236		31200	55200		50180		36452
17	17996		10236		31200	55200		50180		36452
18	17996		10236		31200	55200		50180		36452
19	17996		10236		31200	55200		50180		36452
20	17996		10236		31200	55200		50180		36452
21	17996		10236		31200	55200		50180		36452
22	17996		10236		31200	55200		50180		36452
23	17996		10236		31200	55200		50180		36452
24	17996		10236		31200	55200		50180		36452
25	17996		10236		31200	55200		50180		36452
26	17996		10236		31200	55200		50180		36452
27	17996		10236		31200	55200		50180		36452
28	17968		10236		31252	55216		50256		36444
29	17916		10236		31368	55236		50360		36452
30	16868		10236		31648	55792		50740		36904
31	15580		10236		32168	56524		51604		37280
32	15036		10236		32456	56616		52052		37252
33	14968		10236		32520	56668		52120		37300
34	14876		10236		32608	56684		52220		37304
35	12440		10236		34592	57224		54220		37796
36	12784		10236		34112	57228		53772		37796
37	11004		10236		35972	57256		55632		37816
38	10900		10236		35972	57264		55648		37820
39	10904		10236		35980	57268		55660		37820
40	10904		10236		35980	57268		55660		37820
41	10884		10236		35980	57280		55664		37828
42	10892		10236		35980	57280		55664		37828
43	10892		10236		35980	57280		55664		37828
44	10892		10236		35980	57280		55664		37828
45	10892		10236		35980	57280		55664		37828
46	10872		10236		35984	57296		55672		37840
47	10880		10236		35988	57296		55676		37840
48	10860		10236		35988	57308		55680		37848
49	10868		10236		35988	57308		55680		37848
50	10868		10236		35988	57308		55680		37848
51	10868		10236		35988	57308		55680		37848
52	10904		10236		35988	57308		55680		37848
53	10904		10236		35988	57308		55680		37848
54	10904		10236		35988	57308		55680		37848
55	10904		10236		35996	57308		55680		37848
56	10868		10236		35992	57324		55688		37860
57	10836		10236		35996	57340		55696		37872
58	10824		10236		35996	57356		55700		37884
59	10804		10236		36040	57356		55784		37844
60	10776		10236		36040	57356		55784		37844
61	10756		10236		36040	57372		55788		37856
62	10772		10236		36040	57372		55788		37856
63	10772		10236		36040	57372		55788		37856
64	10772		10236		36040	57372		55788		37856
65	10772		10236		36040	57372		55788		37856
66	10788		10236		36040	57372		55788		37856
67	10788		10236		36040	57372		55788		37856
68	10788		10236		36040	57372		55788		37856
69	10788		10236		36040	57372		55788		37856
70	10788		10236		36040	57372		55788		37856
71	10788		10236		36040	57372		55788		37856
72	10788		10236		36040	57372		55788		37856
73	10788		10236		36040	57372		55788		37856
74	10788		10236		36040	57372		55788		37856
75	10788		10236		36040	57372		55788		37856
76	10816		10236		36040	57372		55788		37856
77	10816		10236		36040	57372		55788		37856
78	10816		10236		36040	57372		55788		37856
79	10816		10236		36040	57372		55788		37856
80	10816		10236		36040	57372		55788		37856
81	10816		10236		36040	57372		55788		37856
82	10816		10236		36040	57372		55788		37856
83	10816		10236		36040	57372		55788		37856
84	10816		10236		36040	57372		55788		37856
85	10816		10236		36040	57372		55788		37856
86	10816		10236		36040	57372		55788		37856
87	10816		10236		36040	57372		55788		37856
88	10816		10236		36040	57372		55788		37856
89	10816		10236		36040	57372		55788		37856
