Index    MemFree      SwapFree      AnonPages     Cached        Active         Inactive
0	19600		10236		30520	54024		49348		35412
1	19420		10236		30544	54044		49388		35432
2	19352		10236		30624	54056		49472		35436
3	15548		10236		32320	56048		51248		37340
4	12544		10236		33224	58020		52200		39240
5	9620		10236		34488	59508		53576		40648
6	6644		10236		35464	61388		54728		42352
7	3436		10236		37572	62344		58132		42012
8	2172		10236		39452	61608		60964		40324
9	2064		10236		40204	61020		61900		39524
10	2192		10236		40624	60448		62068		39236
11	1948		10236		40816	60496		62288		39256
12	1608		10236		43160	58296		66472		35216
13	2192		10236		43828	57008		67180		33872
14	1816		10236		45240	55912		69388		31996
15	2324		10236		45992	54644		70448		30372
16	2108		10236		46132	54728		70656		30416
17	2196		10236		46600	54124		71528		29424
18	2176		10236		47244	53408		71932		28912
19	2680		10236		47432	52704		72180		28164
20	2112		10236		47936	52792		72744		28200
21	2724		10236		47256	52828		72072		28244
22	3480		10236		47256	52076		71320		28244
23	2372		10236		48020	52380		72356		28276
24	2008		10236		48308	52568		72688		28392
25	2344		10236		48308	52120		72420		28240
26	2184		10236		48520	52120		72636		28216
27	2120		10236		48552	52208		73108		27884
28	2204		10236		48552	52136		73208		27712
29	2204		10236		48552	52136		73208		27712
30	2268		10236		48964	51596		73076		27688
31	2196		10236		49196	51468		74172		26724
32	2196		10236		49196	51584		74284		26728
33	2308		10236		49196	51496		74236		26688
34	2428		10236		49480	51044		73984		26740
35	2340		10236		50112	50608		75516		25424
36	2108		10236		52428	48496		78860		22296
37	1548		10236		53452	47996		80096		21572
38	2660		10236		53800	46716		80716		20004
39	2632		10236		53824	46716		80768		20004
40	1892		10236		54700	46492		81704		19736
41	2268		10236		55320	45532		83012		18084
42	2288		10236		56060	44656		83716		17244
43	2288		10236		56060	44656		83720		17244
44	2288		10236		56060	44656		83720		17244
45	3044		10236		56060	43996		83128		17156
46	3044		10236		56060	43996		83128		17156
47	3044		10236		56060	43996		83128		17156
48	2960		10236		56084	44112		83240		17176
49	2960		10236		56084	44112		83264		17180
50	2400		10236		56088	44656		83772		17208
51	2400		10236		56088	44664		83776		17216
52	3016		10236		56088	43920		83100		17156
53	2512		10236		56088	44552		83684		17188
54	2596		10236		56088	44480		83660		17156
55	2596		10236		56088	44480		83660		17156
56	2596		10236		56092	44472		83608		17156
57	3016		10236		56092	43920		83104		17156
58	3016		10236		56092	43920		83104		17156
59	2848		10236		55936	44236		83228		17192
60	3184		10236		55936	43920		82948		17156
61	3184		10236		55936	43920		82948		17156
62	2576		10236		56128	44352		83376		17324
63	2680		10236		56100	44376		83316		17376
64	3016		10236		56100	43920		83112		17156
65	3016		10236		56100	43920		83112		17156
66	2512		10236		56172	44460		83548		17292
67	2932		10236		56172	43920		83184		17156
68	2932		10236		56172	43920		83184		17156
69	2172		10236		56640	44200		83708		17336
70	2212		10236		57204	43516		85208		15760
71	2568		10236		57436	43072		85068		15664
72	1820		10236		57796	43444		86044		15432
73	1724		10236		58576	42944		87176		14436
74	1788		10228		58852	42600		88656		12928
75	1808		10208		59948	41480		90068		11540
76	1740		10176		59704	41880		90224		11544
77	2852		10176		59636	40912		89896		10744
78	5428		10176		57788	40196		87432		10644
79	4952		10176		57788	40788		87992		10676
80	5844		10176		57444	40196		87088		10644
81	5844		10176		57444	40196		87088		10644
82	5396		10176		57444	40648		87536		10648
83	5872		10176		57444	40196		87088		10644
84	5872		10176		57444	40196		87088		10644
85	5704		10176		57444	40512		87368		10644
86	5872		10176		57444	40196		87088		10644
87	5900		10176		57444	40196		87088		10644
88	5488		10176		57636	40456		87476		10644
89	5396		10176		57444	40732		87380		10888
90	5788		10176		57444	40276		87088		10724
91	5788		10176		57444	40276		87088		10724
92	5368		10176		57452	40820		87484		10860
93	5788		10176		57452	40280		87100		10724
94	5788		10176		57452	40280		87100		10724
95	5416		10176		57560	40664		87276		11028
96	4856		10176		57560	41216		87788		11036
97	4940		10176		57560	41124		87792		10984
98	4856		10176		57572	41212		87796		11032
99	4512		10176		57804	41288		88040		11136
100	1972		10176		58132	43352		87916		13636
101	1900		10164		58360	43152		88436		13176
102	1916		10160		60536	40872		91260		10276
103	2064		10104		60740	40456		91676		9664
104	2512		10104		60740	39892		91212		9584
105	2512		10104		60740	39892		91212		9584
