(0, 0) 0.998852 0.965683 0.501587
(0, 1) 0.998378 0.966086 0.501510
(0, 2) 0.997503 0.966950 0.501781
(0, 3) 0.997170 0.967318 0.501729
(0, 4) 0.996903 0.967713 0.501142
(0, 5) 0.996654 0.968056 0.500102
(0, 6) 0.996748 0.967949 0.499178
(0, 7) 0.997012 0.967112 0.499212
(0, 8) 0.996868 0.966268 0.499626
(0, 9) 0.996314 0.965960 0.499458
(0, 10) 0.995069 0.965995 0.499202
(0, 11) 0.994175 0.966067 0.498002
(0, 12) 0.993472 0.966624 0.498214
(0, 13) 0.992968 0.966067 0.498652
(0, 14) 0.992424 0.966067 0.499220
(0, 15) 0.990769 0.967643 0.497391
(0, 16) 0.988675 0.970711 0.492536
(0, 17) 0.987903 0.967870 0.494551
(0, 18) 0.987731 0.966651 0.495101
(0, 19) 0.987935 0.966447 0.495236
(0, 20) 0.991736 0.962503 0.498221
(0, 21) 0.992469 0.962473 0.498508
(0, 22) 0.993151 0.963162 0.499654
(0, 23) 0.993467 0.964149 0.500755
(0, 24) 0.993880 0.963727 0.501201
(0, 25) 0.994016 0.963276 0.502186
(0, 26) 0.994334 0.962881 0.503849
(0, 27) 0.994592 0.962561 0.504340
(0, 28) 0.995321 0.962898 0.504061
(0, 29) 0.996496 0.963931 0.502817
(0, 30) 0.995782 0.964293 0.501865
(0, 31) 0.995295 0.964330 0.501396
(0, 32) 0.995544 0.964403 0.500888
(0, 33) 0.996049 0.964430 0.500595
(0, 34) 0.997395 0.964077 0.500382
(0, 35) 0.998604 0.964048 0.500317
(0, 36) 0.998901 0.964236 0.499408
(0, 37) 0.999367 0.965334 0.499227
(0, 38) 0.997449 0.965380 0.498658
(0, 39) 0.996545 0.965835 0.497692
(1, 0) 0.998312 0.965747 0.502040
(1, 1) 0.997736 0.966332 0.502007
(1, 2) 0.997257 0.966754 0.502105
(1, 3) 0.996731 0.967202 0.502052
(1, 4) 0.996343 0.967491 0.501645
(1, 5) 0.996129 0.967689 0.500972
(1, 6) 0.996168 0.967348 0.500142
(1, 7) 0.996395 0.966581 0.500133
(1, 8) 0.996764 0.966163 0.500246
(1, 9) 0.995175 0.965975 0.499904
(1, 10) 0.994326 0.966066 0.499506
(1, 11) 0.994237 0.966756 0.499378
(1, 12) 0.993168 0.968211 0.499227
(1, 13) 0.992471 0.967368 0.499511
(1, 14) 0.991638 0.966119 0.499307
(1, 15) 0.990708 0.966154 0.499750
(1, 16) 0.988839 0.967257 0.497184
(1, 17) 0.987208 0.966182 0.496432
(1, 18) 0.987476 0.966385 0.495678
(1, 19) 0.988546 0.964706 0.498489
(1, 20) 0.991224 0.962882 0.498647
(1, 21) 0.991853 0.962721 0.498639
(1, 22) 0.992603 0.963795 0.499650
(1, 23) 0.993433 0.963999 0.500365
(1, 24) 0.993768 0.963389 0.500723
(1, 25) 0.994266 0.962943 0.501769
(1, 26) 0.994159 0.962523 0.502567
(1, 27) 0.994410 0.962194 0.503933
(1, 28) 0.995631 0.962290 0.503439
(1, 29) 0.996881 0.963637 0.502652
(1, 30) 0.996118 0.963752 0.501958
(1, 31) 0.995481 0.963968 0.501431
(1, 32) 0.995188 0.963824 0.500721
(1, 33) 0.996869 0.963806 0.500246
(1, 34) 0.997833 0.963440 0.500214
(1, 35) 0.998308 0.963167 0.500046
(1, 36) 0.998774 0.963052 0.499042
(1, 37) 0.997712 0.963919 0.499087
(1, 38) 0.996257 0.964614 0.498904
(1, 39) 0.996156 0.965124 0.498123
(2, 0) 0.997707 0.965627 0.502464
(2, 1) 0.997202 0.966021 0.502340
(2, 2) 0.996804 0.966533 0.502593
(2, 3) 0.996346 0.966987 0.502489
(2, 4) 0.996036 0.967219 0.502036
(2, 5) 0.995409 0.967095 0.501591
(2, 6) 0.995339 0.966722 0.501084
(2, 7) 0.995201 0.966208 0.500847
(2, 8) 0.995010 0.965746 0.500803
(2, 9) 0.993626 0.965943 0.500392
(2, 10) 0.993852 0.966202 0.500285
(2, 11) 0.993621 0.967577 0.500493
(2, 12) 0.993081 0.968595 0.500282
(2, 13) 0.992209 0.968347 0.500547
(2, 14) 0.990807 0.966906 0.500087
(2, 15) 0.989409 0.966100 0.500443
(2, 16) 0.988676 0.966066 0.500169
(2, 17) 0.987302 0.966066 0.498922
(2, 18) 0.985906 0.966958 0.498508
(2, 19) 0.984410 0.968308 0.500558
(2, 20) 0.988912 0.964550 0.499134
(2, 21) 0.991584 0.963724 0.499272
(2, 22) 0.992282 0.964541 0.499723
(2, 23) 0.992784 0.963605 0.500309
(2, 24) 0.993254 0.962952 0.500450
(2, 25) 0.993793 0.962375 0.501382
(2, 26) 0.993951 0.961886 0.502150
(2, 27) 0.994013 0.961440 0.502706
(2, 28) 0.994241 0.960434 0.502759
(2, 29) 0.995937 0.961910 0.502568
(2, 30) 0.995648 0.962626 0.501251
(2, 31) 0.995311 0.963356 0.500872
(2, 32) 0.995224 0.963047 0.500123
(2, 33) 0.995589 0.962580 0.499589
(2, 34) 0.997437 0.962459 0.500127
(2, 35) 0.998250 0.962218 0.500431
(2, 36) 0.997844 0.962743 0.499584
(2, 37) 0.996659 0.963229 0.499219
(2, 38) 0.996098 0.963562 0.498523
(2, 39) 0.995552 0.963920 0.497626
(3, 0) 0.996844 0.965540 0.502217
(3, 1) 0.996398 0.965895 0.502246
(3, 2) 0.996078 0.966166 0.502495
(3, 3) 0.995837 0.966441 0.502444
(3, 4) 0.995182 0.966593 0.501947
(3, 5) 0.994741 0.966724 0.501571
(3, 6) 0.994497 0.966352 0.501220
(3, 7) 0.994636 0.965960 0.500967
(3, 8) 0.994402 0.965613 0.500954
(3, 9) 0.993666 0.965657 0.500944
(3, 10) 0.993282 0.966154 0.500980
(3, 11) 0.993326 0.966782 0.501080
(3, 12) 0.992734 0.967680 0.500936
(3, 13) 0.991699 0.967627 0.500702
(3, 14) 0.989855 0.966667 0.500824
(3, 15) 0.988871 0.966169 0.500772
(3, 16) 0.987998 0.966066 0.500532
(3, 17) 0.986085 0.965743 0.500567
(3, 18) 0.985330 0.966983 0.500574
