Index    MemFree      SwapFree      AnonPages     Cached        Active         Inactive
0	15624		10236		32580	55936		51844		36888
1	14936		10236		32952	56084		52540		36728
2	12800		10236		33248	57876		52956		38400
3	11276		10236		34004	58632		53748		39088
4	10600		10236		34440	58692		54260		39104
5	10208		10236		34768	58752		54596		39156
6	10420		10236		34584	58756		54364		39160
7	9944		10236		35136	58760		54928		39160
8	9112		10236		35816	58924		55648		39316
9	8368		10236		36532	58924		56348		39316
10	7920		10236		36880	58940		56716		39312
11	7464		10236		37224	59040		57112		39348
12	7152		10236		37536	59084		57460		39392
13	6816		10236		37844	59124		57748		39432
14	6564		10236		38056	59176		57936		39484
15	6396		10236		38156	59208		58080		39512
16	5808		10236		38340	59496		58264		39804
17	5724		10236		38468	59516		58360		39824
18	5360		10236		38612	59652		58536		39960
19	5332		10236		38728	59652		58648		39960
20	5108		10236		38844	59652		58736		39960
21	4876		10236		39168	59652		59072		39960
22	4624		10236		39408	59652		59288		39960
23	4464		10236		39576	59652		59492		39960
24	4352		10236		39684	59652		59556		39960
25	3908		10236		39924	59680		59860		39976
26	3712		10236		40140	59680		60100		39944
27	3372		10236		40520	59700		60476		39952
28	3492		10236		40352	59704		60316		39956
29	3244		10236		40508	59768		60488		40020
30	2460		10236		41368	59792		61304		40044
31	2948		10236		40664	59952		60572		40276
32	2556		10236		40656	60312		60544		40624
33	2332		10236		40680	60500		60596		40748
34	1656		10236		41456	60248		61204		40732
35	3396		10236		41428	58508		62352		37808
36	2980		10236		41828	58676		62760		37976
37	2200		10236		42464	58764		63448		37952
38	2512		10236		42396	58388		63412		37604
39	2456		10236		42444	58400		63460		37616
40	1812		10236		43000	58484		64060		37656
41	2412		10236		43072	57748		64144		36908
42	2388		10236		43084	57828		64148		36988
43	2384		10236		43096	57840		64168		37000
44	2376		10236		43096	57848		64168		37008
45	3480		10236		43108	56668		64204		35804
46	3424		10236		43112	56700		64208		35836
47	3400		10236		43292	56712		64348		35836
48	3120		10236		43344	56820		64436		35956
49	2924		10236		43604	56868		64776		35900
50	2672		10236		43820	56900		64996		35932
51	1968		10236		44312	57084		65476		36132
52	2100		10236		44428	56816		65848		35568
53	2324		10236		43992	56928		65412		35724
54	2240		10236		44108	56948		65528		35744
55	1968		10236		44172	57180		65600		35944
56	2152		10236		44700	56460		66404		34980
57	1984		10236		44720	56460		66432		34980
58	3220		10236		45092	54976		67188		33104
59	2932		10236		45228	55020		67332		33148
60	2736		10236		45580	55020		67672		33148
61	2288		10236		46036	54808		68160		32916
