(7056, 864, 864)
(3368, -28, 0)
(2052, 0, 48)
(2620, -16, -16)
(4696, -28, 0)
(2036, 112, 140)
(2156, 72, 72)
(1896, 0, 28)
(2892, -652, -652)
(4112, 0, 28)
(3536, 0, -784)
(4012, -84, -84)
(3804, -28, -28)
(4644, -132, -120)
(2072, 168, 168)
(3324, 0, 0)
(2240, -24, -24)
(1812, -120, -120)
(5792, -28, -112)
(1656, 96, 96)
(3180, -28, -28)
(2168, 8, 8)
(3932, 0, -308)
(1844, 0, 28)
(1824, -24, -24)
(6692, -28, 0)
(2724, 0, 0)
(1644, -36, -36)
(1660, 0, -192)
(2764, -28, 0)
(1636, 0, 56)
(2160, 0, 0)
(1976, 0, -16)
(1996, 0, 28)
(2100, -40, -40)
(1576, 0, 84)
(2380, 0, 0)
(1560, 0, 24)
(1768, -96, -96)
(5448, 0, 84)
(2360, -8, -108)
(3436, -16, 8)
(1660, 128, 128)
(5436, -108, -108)
(1948, -28, 28)
(1928, -28, 0)
(1772, 0, 28)
(1824, 84, 84)
(2332, -24, 4)
(2128, 0, 84)
(4236, -56, -56)
(2784, 0, 28)
(6332, -12, -12)
(1596, 0, 0)
(4252, 0, 0)
(8240, -28, 0)
(18052, -24, -24)
(1800, 0, 0)
(2400, -28, 0)
(3872, 0, 0)
(1680, -28, -28)
(2484, 8, 8)
(3700, 0, 56)
(2252, 264, 264)
(1576, 0, 0)
(2300, 0, -168)
(15796, 0, 0)
(1624, -28, -28)
(18964, 0, 0)
(1908, -28, -304)
(2376, 56, 56)
(2348, -224, -224)
(2620, 0, 16)
(2628, -56, -56)
(2476, 0, 16)
(8744, -28, 0)
(4364, 0, 28)
(2164, -24, -24)
(1740, 0, 0)
(2008, 204, 204)
(2024, -28, -28)
(3236, -96, -96)
(1540, -28, 56)
(1788, -60, -60)
(3772, 784, 784)
(3436, 0, 28)
(2088, -72, -60)
(1756, -56, -56)
(2308, 16, 16)
(17404, -120, -60)
(2704, 252, 252)
(3704, 0, -28)
(2124, 0, 52)
(2204, 0, -8)
(5392, 0, 0)
(1872, -48, -64)
(4500, -28, 0)
(3184, 0, 28)
(1832, 384, 440)
(2336, -28, -28)
(3920, 0, 28)
(1824, 240, 240)
(5844, 0, -60)
(1780, -56, -56)
(5684, 0, -100)
(3920, 0, -84)
(1740, 0, 84)
(5764, 0, 56)
(16132, -36, -12)
(3356, 0, 28)
(2128, -108, -152)
(1556, 0, 28)
(1536, -24, -24)
(3380, 0, 0)
(3460, 0, 0)
(5604, 0, 28)
(4088, -28, -28)
(11384, 0, 28)
(4392, 28, 28)
(5664, -336, -28)
(2152, 96, 96)
(1708, 0, 28)
(1932, -52, -52)
(1892, -28, -28)
(2092, 0, 0)
(3208, -28, -28)
(1968, -28, 52)
(3748, 0, 168)
(1824, -64, 0)
(2028, 204, 204)
(5708, 0, 0)
(3528, 0, 0)
(1668, 116, 144)
(2196, 252, 252)
(3916, -308, -308)
(4032, -72, -48)
(6360, 0, -28)
(15664, -132, -132)
(1576, -28, 28)
(2580, 72, 68)
(2076, -96, -96)
(1884, -56, -28)
(1460, -28, 28)
(2172, 0, 48)
(5620, 0, 56)
(6284, -28, -28)
(1908, 0, 12)
(6592, 0, 0)
(2168, -72, -48)
(2648, 0, 28)
(1900, -28, 0)
(1988, 0, 0)
(1964, -28, -28)
(6456, -28, -28)
(1500, -84, -156)
(4164, 0, -644)
(2344, 216, 216)
(2188, 0, 16)
(5004, -28, 0)
(1972, 0, -32)
(1728, 0, 12)
(1736, -28, -28)
(2116, -28, 0)
(2756, -28, -28)
(2132, -72, -324)
(8968, -132, -132)
(4400, -28, 0)
(5524, 868, 868)
(1852, 0, 60)
(2276, -24, -24)
(4160, -84, -84)
(2556, -24, -24)
(1916, -12, 16)
(5016, 0, -420)
(2196, -36, -36)
(2348, 336, 336)
(2872, 0, 0)
(2260, 0, 48)
(1740, -4, 52)
(1968, 0, -112)
(2284, -84, -84)
(1932, -96, -96)
(2372, -28, 0)
(2052, -28, 0)
(2248, 0, 28)
(4136, 0, 0)
(3772, 0, 0)
(2260, 56, 56)
(2188, -16, -16)
(14844, -28, 80)
(3524, -372, -372)
(1712, 0, -192)
(1628, 128, 488)
(4356, 0, 0)
(2280, -16, -16)
(3428, 0, 0)
(5820, 0, -84)
(2672, 0, 0)
(3436, 0, -8)
(3440, 0, -504)
(1704, -72, 60)
(2608, 0, 0)
(3368, 0, 28)
