(0, 0) 0.011518 0.693708 0.498670
(0, 1) 0.011888 0.693686 0.498651
(0, 2) 0.012477 0.693659 0.498661
(0, 3) 0.012974 0.693602 0.498583
(0, 4) 0.013427 0.693594 0.498587
(0, 5) 0.013816 0.693572 0.498606
(0, 6) 0.014235 0.693563 0.498717
(0, 7) 0.014576 0.693518 0.498835
(0, 8) 0.015007 0.693467 0.498886
(0, 9) 0.015450 0.693362 0.498917
(0, 10) 0.015852 0.693296 0.498909
(0, 11) 0.016277 0.693374 0.498753
(0, 12) 0.016550 0.693440 0.498554
(0, 13) 0.016679 0.693445 0.498459
(0, 14) 0.016654 0.693230 0.498333
(0, 15) 0.016532 0.693049 0.498195
(0, 16) 0.016277 0.692866 0.498029
(0, 17) 0.014850 0.692411 0.497621
(0, 18) 0.013779 0.692216 0.497428
(0, 19) 0.012704 0.692131 0.497361
(0, 20) 0.011814 0.692253 0.497497
(0, 21) 0.011607 0.692673 0.497907
(0, 22) 0.011694 0.692966 0.498302
(0, 23) 0.012101 0.693004 0.498588
(0, 24) 0.012788 0.692886 0.498775
(0, 25) 0.013675 0.692952 0.498654
(0, 26) 0.014181 0.693135 0.498555
(0, 27) 0.014460 0.693321 0.498513
(0, 28) 0.014653 0.693440 0.498476
(0, 29) 0.014861 0.693489 0.498459
(0, 30) 0.015056 0.693507 0.498471
(0, 31) 0.015240 0.693583 0.498492
(0, 32) 0.015110 0.693848 0.498351
(0, 33) 0.014895 0.693924 0.498117
(0, 34) 0.014690 0.693912 0.497993
(0, 35) 0.014492 0.693905 0.497801
(0, 36) 0.014066 0.693937 0.497617
(0, 37) 0.013428 0.693951 0.497570
(0, 38) 0.012706 0.693926 0.497556
(0, 39) 0.012429 0.693865 0.497499
(1, 0) 0.011608 0.693821 0.498950
(1, 1) 0.012088 0.693807 0.498914
(1, 2) 0.012522 0.693786 0.498914
(1, 3) 0.013031 0.693728 0.498845
(1, 4) 0.013587 0.693735 0.498750
(1, 5) 0.014076 0.693764 0.498707
(1, 6) 0.014452 0.693752 0.498676
(1, 7) 0.014848 0.693688 0.498737
(1, 8) 0.015307 0.693642 0.498761
(1, 9) 0.015655 0.693543 0.498811
(1, 10) 0.016019 0.693485 0.498846
(1, 11) 0.016405 0.693504 0.498834
(1, 12) 0.016686 0.693470 0.498672
(1, 13) 0.016906 0.693450 0.498501
(1, 14) 0.016933 0.693252 0.498375
(1, 15) 0.016767 0.693020 0.498187
(1, 16) 0.016631 0.692818 0.498003
(1, 17) 0.015695 0.692507 0.497705
(1, 18) 0.014327 0.692193 0.497410
(1, 19) 0.013532 0.692120 0.497436
(1, 20) 0.012219 0.692246 0.497558
(1, 21) 0.012023 0.692660 0.497924
(1, 22) 0.012117 0.693016 0.498221
(1, 23) 0.012545 0.693080 0.498430
(1, 24) 0.013187 0.693058 0.498440
(1, 25) 0.013799 0.693068 0.498357
(1, 26) 0.014157 0.693155 0.498368
(1, 27) 0.014478 0.693220 0.498359
(1, 28) 0.014786 0.693268 0.498367
(1, 29) 0.015024 0.693362 0.498414
(1, 30) 0.015252 0.693453 0.498451
(1, 31) 0.015482 0.693524 0.498481
(1, 32) 0.015338 0.693780 0.498268
(1, 33) 0.015118 0.693920 0.497956
(1, 34) 0.014922 0.693908 0.497760
(1, 35) 0.014735 0.693880 0.497500
(1, 36) 0.014382 0.693893 0.497370
(1, 37) 0.013882 0.693888 0.497196
(1, 38) 0.013076 0.693857 0.497173
(1, 39) 0.012525 0.693725 0.497095
(2, 0) 0.011676 0.693972 0.499477
(2, 1) 0.012216 0.693905 0.499249
(2, 2) 0.012780 0.693859 0.499094
(2, 3) 0.013302 0.693846 0.499027
(2, 4) 0.013868 0.693849 0.498927
(2, 5) 0.014342 0.693891 0.498829
(2, 6) 0.014739 0.693884 0.498737
(2, 7) 0.015194 0.693839 0.498694
(2, 8) 0.015574 0.693798 0.498673
(2, 9) 0.015937 0.693743 0.498668
(2, 10) 0.016368 0.693698 0.498700
(2, 11) 0.016714 0.693620 0.498805
(2, 12) 0.017048 0.693517 0.498749
(2, 13) 0.017208 0.693466 0.498536
(2, 14) 0.017215 0.693231 0.498389
(2, 15) 0.017146 0.692978 0.498179
(2, 16) 0.016914 0.692759 0.497983
(2, 17) 0.016071 0.692391 0.497677
(2, 18) 0.014968 0.692098 0.497457
(2, 19) 0.014486 0.692067 0.497498
(2, 20) 0.013672 0.692290 0.497837
(2, 21) 0.012639 0.692682 0.498031
(2, 22) 0.012598 0.692913 0.498054
(2, 23) 0.013015 0.693006 0.498151
(2, 24) 0.013567 0.692943 0.498124
(2, 25) 0.013901 0.692978 0.498121
(2, 26) 0.014290 0.692993 0.498129
(2, 27) 0.014709 0.693067 0.498204
(2, 28) 0.014968 0.693116 0.498246
(2, 29) 0.015260 0.693166 0.498302
(2, 30) 0.015544 0.693356 0.498418
(2, 31) 0.015712 0.693491 0.498468
(2, 32) 0.015672 0.693718 0.498258
(2, 33) 0.015373 0.693912 0.497764
(2, 34) 0.015215 0.693898 0.497490
(2, 35) 0.015045 0.693879 0.497287
(2, 36) 0.014752 0.693878 0.497058
(2, 37) 0.014199 0.693851 0.496840
(2, 38) 0.013480 0.693704 0.496630
(2, 39) 0.012907 0.693527 0.496585
(3, 0) 0.011863 0.693919 0.499849
(3, 1) 0.012353 0.693923 0.499673
(3, 2) 0.013089 0.693916 0.499334
(3, 3) 0.013676 0.693933 0.499152
(3, 4) 0.014169 0.693950 0.499040
(3, 5) 0.014638 0.693960 0.498940
(3, 6) 0.015070 0.693941 0.498868
(3, 7) 0.015568 0.693907 0.498808
(3, 8) 0.015974 0.693885 0.498707
(3, 9) 0.016430 0.693850 0.498643
(3, 10) 0.016792 0.693821 0.498594
(3, 11) 0.017096 0.693735 0.498644
(3, 12) 0.017411 0.693560 0.498701
(3, 13) 0.017572 0.693485 0.498525
(3, 14) 0.017598 0.693223 0.498347
(3, 15) 0.017503 0.692964 0.498180
(3, 16) 0.017341 0.692742 0.497967
(3, 17) 0.017020 0.692367 0.497662
(3, 18) 0.015633 0.692132 0.497579
(3, 19) 0.015016 0.692198 0.497997
(3, 20) 0.014391 0.692472 0.498482
(3, 21) 0.013388 0.692514 0.498207
