(126352, 0, 0)
(129040, 52, 24)
(128844, 28, 160)
(110676, 476, 448)
(128344, -504, -504)
(103164, 12, 36)
(128484, 0, -28)
(128588, 0, 0)
(128528, 0, 308)
(129336, 232, -8)
(129296, 432, 76)
(98296, 28, -20)
(119620, 0, -12)
(113352, 140, 140)
(129008, 0, -112)
(128900, 0, 0)
(115104, 0, -56)
(119600, 140, 112)
(123024, 0, 412)
(128332, 0, 28)
(108624, 624, -856)
(102580, 40, 40)
(123400, 68, 68)
(127788, 0, 0)
(129316, -288, -280)
(126360, 0, 0)
(128680, 0, 0)
(110968, 0, -84)
(127760, 812, 700)
(100684, 56, -60)
(129556, 76, 76)
(123040, 0, 308)
(87500, 292, 588)
(128856, 0, 8)
(125476, 84, -56)
(128732, -252, -300)
(128448, 252, 92)
(129248, 448, 448)
(121144, 24, 24)
(129096, 56, 4)
(128844, 0, 0)
(121140, -8, -8)
(117860, 1232, 308)
(116420, -392, -812)
(129480, 656, 656)
(123148, 0, 0)
(109564, 0, 1216)
(128916, 0, -28)
(95720, 1160, 948)
(111920, 180, 180)
(113524, 0, -168)
(126904, 0, -252)
(115160, 0, -56)
(121120, 0, 168)
(126640, 56, -84)
(103736, 152, 152)
(128960, 0, -116)
(128848, -8, -72)
(103868, 0, -88)
(118588, 84, 28)
(129372, -44, 136)
(111220, 0, 84)
(129412, 252, 28)
(106216, 0, 0)
(128560, 112, -140)
(128960, 116, 116)
(129256, 28, -200)
(129200, 476, 392)
(128896, 0, 24)
(112600, 28, 28)
(128824, 28, -84)
(128848, 0, 52)
(121068, 0, -8)
(128536, 0, 0)
(123164, 0, 0)
(113920, 28, 8)
(113456, 272, 272)
(105116, 188, 188)
(128900, -8, -8)
(125660, 0, 0)
(106160, -56, -56)
(123156, 0, 412)
(112628, 0, 0)
(129204, -168, -16)
(128620, 140, 140)
(109752, 252, 196)
(110856, 28, 16)
(111268, 0, -56)
(128536, 0, -56)
(123216, 0, 0)
(118612, 628, 416)
(125672, 0, -196)
(123456, 444, 444)
(128972, 0, -12)
(123180, 20, 20)
(127208, 48, 48)
(103124, 68, 8)
(105584, 140, 8)
(127984, 28, 0)
(128708, 0, 0)
(128980, -92, -92)
(129088, 44, -364)
(102868, 68, 36)
(111492, 224, 224)
(97072, 200, 320)
(129624, 80, -252)
(125688, 28, 28)
(122408, 0, 12)
(111304, 196, 196)
(114136, 56, -468)
(129048, -36, 12)
(128972, 0, -8)
(128900, -216, -140)
(87804, -16, -16)
(129004, -84, -280)
(128916, 0, 168)
(110780, 0, 8)
(124164, 56, 0)
(128932, 64, 8)
(129612, 152, 212)
(129452, 272, 216)
(126664, 0, 0)
(111352, 20, -8)
(104708, 84, 216)
(128960, 84, 84)
(127116, 16, 16)
(125844, 0, -140)
(121624, 8, -96)
(123172, 0, -12)
(123596, -44, -44)
(129108, 320, 172)
(124052, 56, 28)
(105444, 132, 132)
(129428, 308, 112)
(126296, 84, 20)
(129548, -76, -156)
(119612, 0, 0)
(128236, -716, -532)
(128888, 84, -24)
(128896, -24, -24)
(119608, 140, 72)
(111108, 0, -140)
(129264, 192, 164)
(129192, 172, -364)
(112628, 28, 28)
(124356, 24, -144)
(128376, 196, 196)
(128928, 84, 56)
(128616, -168, -168)
(121068, 8, 8)
(129528, 828, 716)
(111688, 456, 388)
(123480, 420, 420)
(87892, 112, 336)
(128380, 104, 104)
(121068, 224, -196)
(128708, -124, -312)
(128172, 28, 28)
(128948, -256, -772)
(128172, 0, -28)
(128940, 168, 168)
(118360, -24, 48)
(111664, 0, 0)
(125892, -32, -32)
(128772, 0, 0)
(123208, -428, -568)
(129016, 24, -4)
(128584, 0, -56)
(113828, 140, 52)
(115464, 12, 36)
(124428, -112, -112)
(129108, 0, -140)
(128616, 28, 28)
(123148, -308, -752)
(129516, -60, -76)
(129240, -12, -296)
(129044, 408, 636)
(115448, 92, 484)
(129132, 84, -72)
(128836, 140, 84)
(126360, 84, -56)
(128732, 0, 252)
(87504, -272, -272)
(127032, -116, -72)
(129384, -20, -656)
(108948, 260, 56)
(128960, -324, -784)
(128700, 84, 108)
(98296, 0, -28)
(128808, 108, 108)
(119780, 112, 112)
(128588, 404, 808)
(115348, 68, -396)
(128196, 0, 244)
(86148, -39144, -35268)
(129124, -324, -224)
(119780, 0, -112)
(123012, 1384, 1440)
(128788, -148, -148)
(128948, -12, -12)
(128764, 0, -420)
(128068, 280, 280)
(111276, 0, -56)
(129152, 228, 236)
(128488, -272, -556)
(127780, 0, 308)
(129032, 84, -176)
(128940, 0, -168)
(128848, -244, -536)
(126928, -160, -1076)
(113368, 0, 0)
(126408, 0, 0)
(118652, 56, 48)
(123044, 0, 0)
(129020, 0, -28)
(112392, 572, 544)
(126432, 252, 252)
(98272, -24, -24)
(128724, 0, 0)
(128032, -812, -764)
(128920, 28, 0)
(128976, -232, -312)
(128924, 0, -84)
(127920, 168, 28)
(123024, -8, -8)
(123208, -8, -8)
(128856, 0, -112)
(121060, 0, 8)
(121116, 0, 0)
(128068, 0, -28)
(103588, 148, 120)
(121628, 132, 400)
(114124, 0, -8)
(90228, 284, -12)
(127160, 0, 0)
(110116, 364, 364)
(111784, -52, -52)
(121440, -8, -8)
(128784, 0, -28)
(129148, 48, 24)
(128660, 128, 72)
(103400, 140, 44)
(129620, 284, 212)
(127380, 0, 0)
(129244, 108, -160)
(128480, 140, 56)
(103176, 60, 60)
(127212, 52, 52)
(129156, -168, -92)
(128792, 0, -224)
(129088, 56, -28)
(128144, 0, -28)
(128756, 96, 36)
(112408, 0, -16)
(128756, 24, 24)
(105312, 0, 0)
(129344, -44, -252)
(128888, 216, 12)
(123480, 0, -280)
(122168, 0, 240)
(114320, 0, -28)
(128236, 0, 140)
(128788, 0, 252)
(119304, 0, 24)
(128868, -412, -836)
(128616, -84, -168)
(128608, 112, 112)
(129084, 96, 96)
(127844, 0, -28)
(129108, 140, 80)
(123160, -316, -624)
(128688, -196, -168)
(128708, -176, -4)
(128792, 28, -56)
(128940, -148, -192)
(111812, 0, -28)
(123856, 84, 0)
(106232, -12, -12)
(123940, 28, -28)
(128180, 0, 0)
(123260, 12, 424)
(129072, -56, -336)
(129016, 84, 0)
(104644, 504, 100)
(129460, 16, 196)
(128120, -440, -692)
(116840, 1064, 1008)
(118504, 56, -112)
(120576, 356, 72)
(129300, -72, -28)
(126148, 476, 476)
(121840, 176, 92)
(116672, -448, -476)
(106216, 0, 16)
(123148, -372, -744)
(116232, -420, -840)
(129408, 112, -224)
(128620, 12, -100)
(126444, 0, -56)
(129116, 8, 8)
(112532, 0, -28)
