(125780, 0, 0)
(121304, 504, 364)
(117984, 212, 300)
(128672, 204, -12)
(128272, 40, -100)
(119480, 280, 56)
(111232, 68, 40)
(126896, 204, 204)
(126928, 0, 524)
(128780, 28, -124)
(120604, 28, -328)
(118612, 628, 416)
(128848, 56, 56)
(102580, 40, 40)
(128324, 52, 12)
(109564, 0, 0)
(128688, 136, 112)
(128344, -504, -504)
(128676, 0, -448)
(128616, 0, 0)
(128784, 184, 40)
(128888, 176, -172)
(128892, -120, -64)
(129084, -48, -76)
(105092, 448, -56)
(128856, 0, 8)
(107432, 116, -612)
(128836, 0, 0)
(128448, 252, 92)
(128476, 28, 28)
(129224, 336, 120)
(111004, 500, 144)
(109688, 576, 412)
(128372, 0, 0)
(126228, -48, -544)
(128788, 148, -116)
(126172, 0, 756)
(117860, 1232, 308)
(128528, 0, 308)
(109564, 0, 1216)
(127932, 176, -132)
(128856, 0, 0)
(129008, -76, -112)
(127388, 0, 756)
(128988, 28, 28)
(103736, 152, 152)
(129020, 28, -164)
(128688, 0, 252)
(127448, 216, 84)
(128168, 0, 448)
(128328, 176, 176)
(129200, 476, 392)
(128092, 140, -8)
(129072, 28, 0)
(128892, 168, 168)
(126396, 0, 0)
(126420, 200, 176)
(128808, 396, 312)
(121664, 84, 8)
(128260, 132, 132)
(122580, 0, -28)
(125752, -28, -28)
(128552, 24, 24)
(128780, 28, -28)
(128360, -420, -420)
(127388, -756, -756)
(128856, 112, 56)
(128708, 0, 176)
(129124, 196, 112)
(128376, -672, -544)
(129116, -76, -248)
(128232, 140, 0)
(129088, 44, -364)
(126104, 244, 160)
(119648, 168, -112)
(129336, 232, -8)
(103032, 0, -8)
(126700, 0, 0)
(127952, 148, 8)
(128488, 0, 272)
(126256, 152, -92)
(110780, 0, 8)
(129048, -36, 12)
(128900, -216, -140)
(109564, -1216, -1216)
(129044, 408, 636)
(129016, 28, 28)
(128900, -300, -776)
(129244, 144, -12)
(129040, -268, -372)
(128960, 0, -28)
(128504, 336, 336)
(128788, 36, 36)
(125860, 84, -280)
(129452, 272, 216)
(126664, 0, 0)
(128508, 0, 736)
(126276, 496, 496)
(121580, 76, 76)
(120632, 28, 0)
(128472, 196, 300)
(128504, 0, -336)
(104140, 404, 404)
(128844, -48, 72)
(110780, 0, 0)
(128764, 420, 420)
(128844, 112, 212)
(126228, 0, 0)
(128236, -716, -532)
(128252, 132, 572)
(129560, 64, 156)
(120632, 0, -28)
(110780, -8, 3076)
(129264, 192, 164)
(129192, 172, -364)
(126172, -756, -756)
(128724, 84, -28)
(128616, -168, -168)
(129152, 96, 72)
(128836, 0, -56)
(125160, 588, 96)
(128824, 28, 172)
(128280, 20, -112)
(111688, 456, 388)
(128488, 0, 0)
(128984, -76, -28)
(126924, -1092, -1176)
(128380, 104, 104)
(129400, 72, 40)
(129180, 56, -140)
(128276, 0, 0)
(128528, 28, 188)
(128708, -176, -4)
(126196, 0, 728)
(128104, 72, 884)
(103584, 0, -116)
(128688, -252, 12)
(120632, 0, 0)
(126580, 324, 172)
(128988, 0, 0)
(128584, 0, -56)
(128884, -172, -32)
(125912, 160, 160)
(129128, -136, -328)
(128888, 216, 12)
