Index    MemFree      SwapFree      AnonPages     Cached        Active         Inactive
0	26440		0		36644	41608		68368		9896
1	26440		0		36644	41612		68384		9896
2	26292		0		36648	41612		68388		9900
3	26292		0		36652	41612		68392		9900
4	26004		0		36656	41892		68396		10180
5	25752		0		36656	42148		68396		10436
6	24324		0		37092	42992		68844		11268
7	22932		0		37860	43744		69584		12016
8	20976		0		38956	44544		70764		12736
9	21424		0		38368	44544		70200		12736
10	21424		0		38368	44544		70204		12736
11	21412		0		38496	44560		70324		12752
12	21244		0		38528	44636		70356		12828
13	18684		0		39184	46376		71028		14520
14	17952		0		39360	46696		71204		14832
15	17088		0		39708	47096		71644		15208
16	16716		0		39832	47336		71740		15444
17	16572		0		39816	47384		71768		15492
18	14664		0		41392	47836		73360		15912
19	14440		0		41404	47940		73404		16000
20	14440		0		41404	47940		73404		16000
21	13980		0		41968	47960		73920		16012
22	14388		0		41416	47964		73420		16020
23	14088		0		41840	47976		73816		16028
24	14376		0		41424	47976		73424		16028
25	14412		0		41424	47992		73436		16040
26	14392		0		41424	48004		73440		16048
27	14380		0		41428	48020		73448		16060
28	14388		0		41428	48020		73448		16060
29	12516		0		43276	48040		75312		16064
30	12516		0		43320	48040		75392		16024
31	12424		0		43324	48084		75396		16068
32	12424		0		43324	48084		75400		16068
33	12384		0		43324	48100		75404		16080
34	12384		0		43324	48100		75404		16080
35	12384		0		43324	48100		75404		16080
36	12364		0		43324	48116		75408		16092
37	12372		0		43324	48116		75408		16092
38	12372		0		43324	48116		75408		16092
39	12352		0		43324	48132		75412		16104
40	12360		0		43324	48132		75412		16104
41	12360		0		43324	48132		75412		16104
42	12360		0		43324	48132		75412		16104
43	12328		0		43324	48148		75416		16116
44	12336		0		43324	48148		75416		16116
45	12336		0		43324	48148		75416		16116
46	12008		0		43772	48164		75868		16128
47	12120		0		43340	48372		75444		16328
48	12120		0		43340	48372		75444		16328
49	12120		0		43340	48372		75448		16324
50	12108		0		43340	48376		75448		16328
51	12132		0		43340	48376		75448		16328
52	12132		0		43340	48376		75448		16328
53	12132		0		43340	48376		75448		16328
54	12132		0		43340	48376		75448		16328
55	12064		0		43332	48412		75448		16356
